name,information,address,price,owner,house_type,in_pledge,construction_year,ceiling_height,area,room_count,floor_count,floor ,district,url,lat,lon
3-комнатная квартира · 52 м² · 2/5 этаж,"кирпичный дом, 1970 г.п., состояние: свежий ремонт, потолки 2.7м., санузел совмещенный, Кухня и гостиная студия 18 кв. м, зал 18 кв. м, 1 спальная 9 кв. м. Балкона нет. 3 окна во двор. 1 окно на Абая смотрит. Ресторан Чача и Элегант ателье под нами. По Абая между Республики и Валиханова…",Абая 51,24000000.0,Хозяин недвижимости,кирпичный дом,False,1970,2.7,52.0,3.0,5.0,2.0,р-н Байконур,https://krisha.kz/a/show/1008939113?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26795,51.169616,71.434382
3-комнатная квартира · 73 м² · 3/9 этаж,"жил. комплекс Градокомплекс-2, монолитный дом, 2005 г.п., потолки 2.7м., санузел раздельный, меблирована полностью, В продаже уютная квартира🏠 -Топовая локация Во дворе есть школа 59, садики,супермаркет Анвар, ТРЦ Сауран, рядом ТРЦ Керуен, Азия парк, Абу Даби, Байтерек ,Ботанический сад - Полност…",Сауран 5 5а 5Б 5г 5д,38500000.0,Риелтор,монолитный дом,False,2005,2.7,73.0,3.0,9.0,3.0,Есильский р-н,https://krisha.kz/a/show/1006963468?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26796,51.120783030348,71.418882235571
4-комнатная квартира · 122 м² · 23/23 этаж,"жил. комплекс Поколение Бизнес, монолитный дом, 2022 г.п., потолки 3.3м., санузел 2 с/у и более, меблирована полностью, В продаже 4-комнатная квартира 🏠 Дом 2024 года ‼️ -Топовая локация Левого берега -Бизнес-класс Идеальное сочетание комфорта, уюта, безопастности -Панорамный вид из окн…",Сагынак 52,147000000.0,Риелтор,монолитный дом,False,2022,3.3,122.0,4.0,23.0,23.0,Есильский р-н,https://krisha.kz/a/show/1007378640?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26797,51.123672696441,71.416767209602
1-комнатная квартира · 38 м² · 2/9 этаж,"монолитный дом, 2017 г.п., потолки 2.7м., Тыныш әрі ыңғайлы районда орналасқан мектеп балабақша магазин аялдама жақын",мкр Комсомольский Аль-Фараби 30/1,24000000.0,Хозяин недвижимости,монолитный дом,False,2017,2.7,38.0,1.0,9.0,2.0,Есильский р-н,https://krisha.kz/a/show/1007156666?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26798,51.09016,71.450614
1-комнатная квартира · 41.4 м² · 2/12 этаж,"В залоге, жил. комплекс Отау, монолитный дом, 2021 г.п., состояние: свежий ремонт, потолки 2.7м., санузел совмещенный, телефон: нет, интернет проводной, меблирована полностью, Продаётся просторная и очень тёплая квартира в монолитном доме в микрорайоне Отау (по трассе КРГ). Дом качественный, хо…",А 102 29,20000000.0,Хозяин недвижимости,монолитный дом,True,2021,2.7,41.4,1.0,12.0,2.0,Алматы р-н,https://krisha.kz/a/show/1007003536?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26799,51.127718381836,71.558435018451
2-комнатная квартира · 50 м² · 2/12 этаж,"В залоге, монолитный дом, 2009 г.п., состояние: не новый, но аккуратный ремонт, потолки 3м., санузел совмещенный, телефон: нет, интернет проводной, меблирована частично, СРОЧНО, продается квартира. В ЖК есть детский сад. Недалеко школа. Автобусы ходят по всем направлениям. Парк культуры и отдых…",Жубанова 27,25500000.0,Хозяин недвижимости,монолитный дом,True,2009,3.0,50.0,2.0,12.0,2.0,р-н Байконур,https://krisha.kz/a/show/1008394821?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26800,51.169368,71.465293
2-комнатная квартира · 45 м² · 3/17 этаж,"жил. комплекс Grand Turan Comfort, монолитный дом, 2021 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, меблирована полностью, Евро двушка, 43 м² ЖК Гранд Туран Комфорт -Топовая локация столицы Планировка: Евро двушка Ремонт: Свежий, современный дизайн. Использованы качественн…",Туран 43/5,35500000.0,Риелтор,монолитный дом,False,2021,3.0,45.0,2.0,17.0,3.0,Нура р-н,https://krisha.kz/a/show/1008938940?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26801,51.12500239242,71.400200356195
3-комнатная квартира · 82.1 м² · 2/7 этаж,"жил. комплекс Samal Park, монолитный дом, 2025 г.п., потолки 3.3м",Улица Жошы хан 14/1,57500000.0,Риелтор,монолитный дом,False,2025,3.3,82.1,3.0,7.0,2.0,Есильский р-н,https://krisha.kz/a/show/1008936578?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26802,51.103570891594,71.44251219902
1-комнатная квартира · 21 м² · 5/9 этаж,"жил. комплекс Баскару 2, 3, 4, 5, кирпичный дом, 2020 г.п., меблирована полностью, Супер вариант для инвестиции или проживания одного или двух человек! Вся мебель и техника останется. Заезжай и живи! Только за наличный расчет. Звонить можно до 23:00 или пишите !",Калдаяков 26,12600000.0,Риелтор,кирпичный дом,False,2020,2.7600000000000002,21.0,1.0,9.0,5.0,Алматы р-н,https://krisha.kz/a/show/1007864381?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26803,51.112038,71.493778
2-комнатная квартира · 53 м² · 9/13 этаж,"жил. комплекс Табысты, монолитный дом, 2019 г.п., состояние: свежий ремонт, потолки 3м., санузел раздельный, интернет оптика, меблирована полностью, 🏡 Продам уютную 2-комнатную квартиру в Астане ✨ 📍 Город: Астана 📍 Район: Нура 🏢 ЖК: Табысты 🏗 Дом: монолитный 📅 Год постройки: 2019 📐 Площадь: 53, 1 м…",Е 430 2.2,27700000.0,Риелтор,монолитный дом,False,2019,3.0,53.0,2.0,13.0,9.0,Нура р-н,https://krisha.kz/a/show/1008938534?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26806,51.147831899298,71.363012969907
3-комнатная квартира · 80 м² · 7/21 этаж,"жил. комплекс Томирис, монолитный дом, 2020 г.п., потолки 2.8м., Ипотека Наличные 12102285",Сафуан Шаймерденов 8,38500000.0,Риелтор,монолитный дом,False,2020,2.8,80.0,3.0,21.0,7.0,Сарайшык р-н,https://krisha.kz/a/show/1008938887?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26807,51.112946884664,71.537663268891
1-комнатная квартира · 42.9 м² · 7/24 этаж,"монолитный дом, 2020 г.п., 12143168 Уютная 1-комнатная квартира в ЖК Tomiris — комфорт в развитом районе Сарайшык рядом с Нурлы Жол ✨ Практичное пространство для жизни, старта или инвестиции. Локация: г. Астана, район Сарайшык, вблизи вокзала Нурлы Жол Жилой комплекс: Tomiris Площадь: 42.9 м² Этаж:…",Сафуан Шаймерденов 8,21000000.0,Риелтор,монолитный дом,False,2020,2.7800000000000002,42.9,1.0,24.0,7.0,Алматы р-н,https://krisha.kz/a/show/1008938908?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26809,51.112812,71.537221
